School Name,County,Urban/Rural,Classification,19-21 Difference in Math,19-21 Difference in English,All Students English Achievement,All Students Math Achievement,2021 All Students English Achievement,2021 All Students Math Achievement,American Indian/Alaskan English Achievement,American Indian/Alaskan Math Achievement,Asian/Pacific Islander English Achievement,Asian/Pacific Islander Math Achievement,Black English Achievement,Black Math Achievement,Economically Disadvantaged English Achievement,Economically Disadvantaged Math Achievement,Hispanic English Achievement,Hispanic Math Achievement,White English Achievement,White Math Achievement,Students With Disability English Achievement,Students With Disability Math Achievement,2021 American Indian/Alaskan English Achievement,2021 American Indian/Alaskan Math Achievement,2021 Asian/Pacific Islander English Achievement,2021 Asian/Pacific Islander Math Achievement,2021 Black English Achievement,2021 Black Math Achievement,2021 Economically Disadvantaged English Achievement,2021 Economically Disadvantaged Math Achievement,2021 Hispanic English Achievement,2021 Hispanic Math Achievement,2021 White English Achievement,2021 White Math Achievement,2021 Students With Disability English Achievement,2021 Students With Disability Math Achievement
B.E.S.T Academy,Atlanta Public Schools,,H,-52.5,-44.12,44.12,52.5,0.0,0.0,0.0,0.0,0.0,0.0,43.19,52.25,44.12,52.5,0.0,0.0,0.0,0.0,15.92,29.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Atlanta High School,Atlanta Public Schools,,H,-13.55,-2.9100000000000037,44.95,26.35,42.04,12.8,0.0,0.0,0.0,0.0,43.79,25.65,44.95,26.35,58.82,35.49,0.0,0.0,13.86,12.77,0.0,0.0,0.0,0.0,42.59,11.87,42.04,12.8,0.0,0.0,0.0,0.0,12.5,11.76
Michael R. Hollis Innovation Academy,Atlanta Public Schools,,E,-21.169999999999998,-11.499999999999996,33.05,33.9,21.55,12.73,0.0,0.0,0.0,0.0,31.94,32.41,33.05,33.9,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,23.15,13.72,21.55,12.73,0.0,0.0,0.0,0.0,31.25,16.67
Woodson Park Academy,Atlanta Public Schools,,E,-29.53,-15.53,24.63,31.91,9.1,2.38,0.0,0.0,0.0,0.0,25.11,31.99,24.63,31.91,18.75,25.01,0.0,0.0,11.83,10.65,0.0,0.0,0.0,0.0,5.27,0.0,9.1,2.38,0.0,0.0,0.0,0.0,0.0,0.0
Tuskegee Airman Global Academy,Atlanta Public Schools,,E,-44.21,-21.31,33.4,51.82,12.09,7.61,0.0,0.0,0.0,0.0,33.21,51.48,33.4,51.82,0.0,0.0,0.0,0.0,15.39,26.94,0.0,0.0,0.0,0.0,11.8,7.69,12.09,7.61,0.0,0.0,0.0,0.0,0.0,0.0
Kindezi Old 4th Ward,Atlanta Public Schools,,E,-28.599999999999998,-15.340000000000003,55.63,57.76,40.29,29.16,0.0,0.0,0.0,0.0,52.3,55.77,55.63,57.76,0.0,0.0,0.0,0.0,4.35,10.87,0.0,0.0,0.0,0.0,38.1,28.89,40.29,29.16,0.0,0.0,0.0,0.0,0.0,0.0
John Lewis Invictus Academy,Atlanta Public Schools,,M,-12.65,-10.32,25.64,22.66,15.32,10.01,0.0,0.0,0.0,0.0,25.48,21.99,25.64,22.66,30.96,30.95,0.0,0.0,16.88,20.01,0.0,0.0,0.0,0.0,15.01,10.43,15.32,10.01,0.0,0.0,0.0,0.0,6.46,1.67
Garden Hills Elementary School,Atlanta Public Schools,,E,-23.699999999999996,-12.880000000000003,73.2,74.1,60.32,50.4,0.0,0.0,0.0,0.0,73.91,78.27,58.92,61.47,57.69,58.84,100.0,100.0,25.0,27.38,0.0,0.0,0.0,0.0,70.59,61.76,34.94,29.46,30.14,25.0,0.0,89.48,34.38,28.13
Smith Elementary School,Atlanta Public Schools,,E,-10.25,-5.450000000000003,88.9,90.36,83.45,80.11,0.0,0.0,100.0,100.0,70.73,68.48,55.26,51.77,59.71,54.85,100.0,100.0,44.28,46.43,0.0,0.0,96.67,0.0,70.27,58.11,35.58,36.54,50.0,48.71,0.0,0.0,41.67,56.52
Brandon Elementary School,Atlanta Public Schools,,E,-13.700000000000003,-10.709999999999994,100.0,100.0,89.29,86.3,0.0,0.0,0.0,0.0,76.75,77.33,76.67,81.12,95.32,92.21,100.0,100.0,52.89,66.36,0.0,0.0,0.0,0.0,52.58,49.14,0.0,0.0,91.17,82.36,96.66,93.98,55.0,45.0
The John Hope-Charles Walter Hill Elementary Schools,Atlanta Public Schools,,E,-46.22,-28.79,42.94,64.74,14.15,18.52,0.0,0.0,0.0,0.0,40.64,62.58,42.94,64.74,0.0,0.0,0.0,0.0,26.83,30.0,0.0,0.0,0.0,0.0,14.9,20.83,14.15,18.52,0.0,0.0,0.0,0.0,0.0,0.0
Gideons Elementary School,Atlanta Public Schools,,E,-43.35,-15.46,29.1,51.82,13.64,8.47,0.0,0.0,0.0,0.0,29.02,51.87,29.1,51.82,0.0,0.0,0.0,0.0,21.43,26.79,0.0,0.0,0.0,0.0,12.31,7.03,13.64,8.47,0.0,0.0,0.0,0.0,0.0,0.0
Lin Elementary School,Atlanta Public Schools,,E,-7.680000000000007,-8.469999999999999,100.0,100.0,91.53,92.32,0.0,0.0,0.0,0.0,70.28,78.38,65.63,65.63,100.0,100.0,100.0,100.0,40.0,48.0,0.0,0.0,0.0,0.0,55.0,60.0,0.0,0.0,70.01,63.33,94.39,95.7,54.76,50.0
West Manor Elementary School,Atlanta Public Schools,,E,-61.52,-65.12,65.12,61.52,0.0,0.0,0.0,0.0,0.0,0.0,69.34,62.6,65.12,61.52,38.23,52.94,0.0,0.0,17.54,23.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beecher Hills Elementary School,Atlanta Public Schools,,E,-57.41,-56.31,56.31,57.41,0.0,0.0,0.0,0.0,0.0,0.0,55.69,57.96,56.31,57.41,0.0,0.0,0.0,0.0,22.22,29.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Continental Colony Elementary School,Atlanta Public Schools,,E,-42.050000000000004,-26.080000000000002,36.42,48.09,10.34,6.04,0.0,0.0,0.0,0.0,36.11,47.79,36.42,48.09,0.0,0.0,0.0,0.0,4.84,9.68,0.0,0.0,0.0,0.0,10.72,6.25,10.34,6.04,0.0,0.0,0.0,0.0,0.0,0.0
Peyton Forest Elementary School,Atlanta Public Schools,,E,-25.71,-11.369999999999997,46.37,51.71,35.0,26.0,0.0,0.0,0.0,0.0,43.26,48.38,46.37,51.71,71.88,78.13,0.0,0.0,7.75,13.55,0.0,0.0,0.0,0.0,38.1,27.38,35.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Sutton Middle School,Atlanta Public Schools,,M,-22.46999999999999,-10.060000000000002,84.09,81.49,74.03,59.02,0.0,0.0,100.0,100.0,72.64,64.2,48.56,45.77,52.5,51.25,100.0,100.0,40.21,36.86,0.0,0.0,0.0,0.0,60.95,36.4,36.74,24.12,37.84,27.66,95.05,81.22,34.94,23.79
Fickett Elementary School,Atlanta Public Schools,,E,-39.08,-16.439999999999998,45.29,57.45,28.85,18.37,0.0,0.0,0.0,0.0,44.34,56.89,45.29,57.45,0.0,0.0,0.0,0.0,18.75,25.0,0.0,0.0,0.0,0.0,27.45,17.71,28.85,18.37,0.0,0.0,0.0,0.0,0.0,0.0
Scott Elementary School,Atlanta Public Schools,,E,-11.0,-28.050000000000004,60.49,54.2,32.44,43.2,0.0,0.0,0.0,0.0,56.65,53.91,60.49,54.2,0.0,0.0,0.0,0.0,40.48,33.34,0.0,0.0,0.0,0.0,29.35,41.61,32.44,43.2,0.0,0.0,0.0,0.0,6.9,14.29
Douglass High School,Atlanta Public Schools,,H,-14.11,54.48,32.01,14.11,86.49,0.0,0.0,0.0,0.0,0.0,31.71,14.26,32.01,14.11,0.0,6.58,0.0,0.0,8.18,1.88,0.0,0.0,0.0,0.0,89.39,0.0,86.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M. A. Jones Elementary School,Atlanta Public Schools,,E,-32.36,-22.93,50.47,52.78,27.54,20.42,0.0,0.0,0.0,0.0,48.29,50.74,50.47,52.78,0.0,0.0,0.0,0.0,26.32,26.32,0.0,0.0,0.0,0.0,24.25,19.12,27.54,20.42,0.0,0.0,0.0,0.0,0.0,10.0
Slater Elementary School,Atlanta Public Schools,,E,-29.29,-14.810000000000002,28.67,38.22,13.86,8.93,0.0,0.0,0.0,0.0,28.13,37.74,28.67,38.22,0.0,0.0,0.0,0.0,8.15,16.28,0.0,0.0,0.0,0.0,12.18,7.88,13.86,8.93,0.0,0.0,0.0,0.0,5.88,0.0
Grady High School,Atlanta Public Schools,,H,-50.36000000000001,-96.12,96.12,88.04,0.0,37.68,0.0,0.0,92.86,100.0,70.29,54.13,63.61,49.78,89.81,75.01,100.0,100.0,44.0,33.96,0.0,0.0,0.0,0.0,95.0,28.38,73.34,18.75,88.89,0.0,0.0,65.91,0.0,9.38
Benteen Elementary School,Atlanta Public Schools,,E,-36.75,-20.020000000000003,35.14,42.57,15.12,5.82,0.0,0.0,0.0,0.0,30.01,32.01,35.14,42.57,42.21,57.78,0.0,0.0,20.97,19.37,0.0,0.0,0.0,0.0,7.69,1.93,15.12,5.82,28.13,12.5,0.0,0.0,0.0,0.0
Barack and Michelle Obama Academy,Atlanta Public Schools,,E,-21.72,-29.309999999999995,40.91,38.39,11.6,16.67,0.0,0.0,0.0,0.0,41.76,38.14,40.91,38.39,0.0,0.0,0.0,0.0,16.67,18.51,0.0,0.0,0.0,0.0,8.47,11.72,11.6,16.67,0.0,0.0,0.0,0.0,0.0,0.0
Thomasville Heights Elementary School,Atlanta Public Schools,,E,-31.08,-5.24,20.62,35.18,15.38,4.1,0.0,0.0,0.0,0.0,20.46,34.86,20.62,35.18,0.0,0.0,0.0,0.0,8.07,14.53,0.0,0.0,0.0,0.0,12.5,0.0,15.38,4.1,0.0,0.0,0.0,0.0,0.0,0.0
Dunbar Elementary School,Atlanta Public Schools,,E,-39.45,-36.67,36.67,39.45,0.0,0.0,0.0,0.0,0.0,0.0,35.93,38.79,36.67,39.45,0.0,0.0,0.0,0.0,23.69,23.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humphries Elementary School,Atlanta Public Schools,,E,-24.410000000000004,-18.909999999999997,40.48,42.06,21.57,17.65,0.0,0.0,0.0,0.0,41.6,41.15,40.48,42.06,0.0,0.0,0.0,0.0,14.58,18.77,0.0,0.0,0.0,0.0,22.73,18.19,21.57,17.65,0.0,0.0,0.0,0.0,0.0,0.0
F. L. Stanton Elementary School,Atlanta Public Schools,,E,-26.769999999999996,-18.46,37.21,43.8,18.75,17.03,0.0,0.0,0.0,0.0,35.72,43.26,37.21,43.8,0.0,0.0,0.0,0.0,37.04,38.88,0.0,0.0,0.0,0.0,18.09,16.31,18.75,17.03,0.0,0.0,0.0,0.0,0.0,0.0
Toomer Elementary School,Atlanta Public Schools,,E,-26.290000000000003,-12.18,45.0,48.17,32.82,21.88,0.0,0.0,0.0,0.0,34.88,39.82,45.0,48.17,0.0,0.0,100.0,92.5,16.67,24.46,0.0,0.0,0.0,0.0,9.76,8.54,5.0,5.0,0.0,0.0,79.41,52.94,0.0,0.0
Bremen High School,Bremen City,,H,-26.5,-19.200000000000003,97.34,100.0,78.14,73.5,0.0,0.0,0.0,0.0,76.33,0.0,78.13,82.69,0.0,0.0,97.67,100.0,39.14,47.62,0.0,0.0,0.0,0.0,0.0,0.0,70.38,66.07,0.0,0.0,79.25,75.36,0.0,0.0
Bremen Middle School,Bremen City,,M,-100.0,1.3699999999999903,92.37,100.0,93.74,0.0,0.0,0.0,0.0,0.0,41.08,58.93,72.6,84.62,0.0,0.0,94.99,100.0,34.78,45.66,0.0,0.0,0.0,0.0,45.46,54.54,69.48,81.82,0.0,0.0,96.46,0.0,34.46,60.01
Jones Elementary School,Bremen City,,E,-7.980000000000004,-1.730000000000004,100.0,100.0,98.27,92.02,0.0,0.0,0.0,0.0,0.0,0.0,74.2,67.76,0.0,0.0,100.0,100.0,73.7,92.11,0.0,0.0,0.0,0.0,0.0,0.0,75.0,71.88,0.0,0.0,99.63,93.57,61.11,69.46
Buford Academy,Buford City,,E,-97.34,-0.4899999999999949,91.58,97.34,91.09,0.0,0.0,0.0,100.0,100.0,71.63,77.94,69.14,76.4,72.03,79.36,100.0,100.0,37.5,47.18,0.0,0.0,0.0,0.0,54.06,65.29,60.9,73.39,71.65,80.22,0.0,0.0,46.05,55.26
Buford Middle School,Buford City,,M,-3.6099999999999994,-5.259999999999991,93.27,100.0,88.01,96.39,0.0,0.0,100.0,100.0,76.27,91.53,68.53,83.93,69.88,86.86,100.0,100.0,42.98,57.08,0.0,0.0,0.0,0.0,71.31,75.0,65.97,73.65,69.49,76.65,0.0,0.0,32.52,35.49
Buford High School,Buford City,,H,-19.459999999999994,-7.799999999999997,98.13,100.0,90.33,80.54,0.0,0.0,100.0,100.0,80.53,87.24,78.94,85.34,81.7,90.22,100.0,100.0,50.82,57.14,0.0,0.0,0.0,0.0,71.06,64.64,53.57,65.74,63.02,68.88,0.0,90.52,9.09,37.51
Calhoun Middle School,Calhoun City,,M,5.959999999999994,16.870000000000005,53.89,67.36,70.76,73.32,0.0,0.0,83.35,100.0,38.68,50.95,42.74,56.39,44.82,58.76,61.29,73.98,15.01,18.68,0.0,0.0,0.0,0.0,55.65,50.82,58.57,62.17,56.42,61.64,81.89,83.95,37.16,39.38
Calhoun Elementary School,Calhoun City,,E,-0.980000000000004,-9.36,66.14,73.98,56.78,73.0,0.0,0.0,0.0,0.0,55.56,58.33,52.86,63.45,53.31,66.57,76.36,81.29,39.74,41.45,0.0,0.0,0.0,0.0,39.0,56.0,44.64,61.52,45.09,63.17,67.08,81.7,32.63,41.58
Calhoun High School,Calhoun City,,H,-12.79,0.8700000000000045,66.64,55.83,67.51,43.04,0.0,0.0,88.89,87.5,38.57,35.72,49.23,45.18,52.04,48.28,79.46,63.2,16.67,23.86,0.0,0.0,0.0,0.0,0.0,14.71,52.31,36.94,52.16,35.22,81.59,48.81,21.75,19.64
Carrollton Elementary School,Carrollton City,,E,-9.260000000000005,-7.449999999999996,69.19,82.39,61.74,73.13,0.0,0.0,0.0,0.0,47.93,61.81,55.05,71.51,55.63,80.63,100.0,100.0,33.34,47.5,0.0,0.0,0.0,0.0,42.91,52.76,41.84,56.12,46.54,66.21,84.97,95.87,31.25,46.43
Carrollton High School,Carrollton City,,H,-12.300000000000004,-9.14,78.52,67.9,69.38,55.6,0.0,0.0,0.0,0.0,57.36,46.35,61.16,49.27,63.64,55.67,97.69,86.23,29.58,20.41,0.0,0.0,0.0,0.0,38.98,33.62,47.73,42.35,63.28,48.89,90.81,74.01,22.09,22.34
Carrollton Jr. High School,Carrollton City,,M,-7.25,4.730000000000004,61.61,70.09,66.34,62.84,0.0,0.0,0.0,0.0,44.6,49.0,47.38,54.94,47.65,59.8,81.36,90.13,30.4,32.84,0.0,0.0,0.0,0.0,49.21,40.21,50.68,44.74,55.04,51.7,86.81,87.94,33.34,28.95
Cartersville Primary School,Cartersville City,,E,-14.480000000000004,-16.680000000000007,77.62,81.08,60.94,66.6,0.0,0.0,0.0,0.0,52.59,58.62,60.2,68.36,62.1,71.78,98.79,95.53,53.46,53.46,0.0,0.0,0.0,0.0,42.39,48.91,43.28,50.85,43.86,51.8,76.29,79.74,43.06,44.45
Cartersville Elementary School,Cartersville City,,E,-14.880000000000003,-13.360000000000007,72.09,75.31,58.73,60.43,0.0,0.0,0.0,0.0,45.72,52.03,56.32,61.33,61.6,68.23,89.2,89.78,41.08,41.08,0.0,0.0,0.0,0.0,35.19,35.68,42.13,43.86,49.11,50.0,73.37,75.88,33.2,35.72
Cartersville Middle School,Cartersville City,,M,0.6599999999999966,1.2199999999999989,70.61,73.5,71.83,74.16,0.0,0.0,88.0,100.0,52.26,49.1,55.37,57.93,59.0,65.27,84.06,86.78,30.66,33.96,0.0,0.0,97.5,0.0,52.59,48.36,55.83,56.64,58.08,60.31,84.47,88.51,30.19,35.58
Cartersville High School,Cartersville City,,H,-42.169999999999995,-25.89999999999999,83.24,80.16,57.34,37.99,0.0,0.0,93.76,88.9,64.91,56.89,69.55,63.65,70.23,69.09,94.82,93.27,30.36,31.13,0.0,0.0,0.0,0.0,35.72,30.91,45.63,32.52,55.75,33.78,68.83,45.1,17.25,28.13
Gordon Lee Middle School,Chickamauga City,,M,-5.679999999999993,-8.14,84.35,84.97,76.21,79.29,0.0,0.0,0.0,0.0,0.0,0.0,80.84,71.92,0.0,0.0,84.58,84.88,51.72,43.1,0.0,0.0,0.0,0.0,0.0,0.0,66.66,70.58,0.0,0.0,76.45,79.86,31.03,41.38
Gordon Lee High School,Chickamauga City,,H,-9.480000000000004,-6.6200000000000045,93.34,75.11,86.72,65.63,0.0,0.0,0.0,0.0,0.0,0.0,74.45,65.96,0.0,0.0,92.63,75.1,32.35,31.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.91,65.13,0.0,0.0
Chickamauga Elementary School,Chickamauga City,,E,-9.159999999999997,-8.549999999999997,92.7,85.58,84.15,76.42,0.0,0.0,0.0,0.0,0.0,0.0,77.88,76.23,0.0,0.0,92.55,85.89,45.66,41.31,0.0,0.0,0.0,0.0,0.0,0.0,63.05,63.05,0.0,0.0,82.69,75.33,45.66,50.0
Commerce Primary,Commerce City,,E,-8.700000000000003,-18.22,86.84,89.09,68.62,80.39,0.0,0.0,0.0,0.0,0.0,0.0,73.84,78.46,80.56,83.34,92.11,94.08,44.12,44.12,0.0,0.0,0.0,0.0,0.0,0.0,59.99,74.55,50.0,64.71,73.18,84.06,0.0,0.0
Commerce Middle School,Commerce City,,E,-2.6000000000000085,-3.819999999999993,76.63,74.87,72.81,72.27,0.0,0.0,0.0,0.0,52.5,45.0,66.51,65.78,70.4,75.5,81.76,80.4,33.03,34.92,0.0,0.0,0.0,0.0,46.55,39.66,58.44,54.72,66.67,57.4,77.99,79.92,37.93,39.66
Commerce High School,Commerce City,,H,9.61,-14.510000000000005,85.34,62.66,70.83,72.27,0.0,0.0,0.0,0.0,52.78,37.5,73.73,50.0,71.16,34.73,90.93,72.35,37.94,13.16,0.0,0.0,0.0,0.0,56.67,0.0,70.52,58.54,0.0,0.0,72.73,74.31,0.0,0.0
Commerce Elementary School,Commerce City,,E,-6.090000000000003,-11.959999999999994,82.38,92.05,70.42,85.96,0.0,0.0,0.0,0.0,62.0,72.0,70.35,81.34,74.24,81.83,86.43,96.47,41.88,48.84,0.0,0.0,0.0,0.0,52.94,67.65,55.51,77.55,60.0,78.75,75.33,89.1,43.06,66.68
Park Creek Elementary School,Dalton Public Schools,,E,-6.650000000000006,-14.460000000000008,66.62,67.48,52.16,60.83,0.0,0.0,0.0,0.0,0.0,0.0,66.62,67.48,65.45,67.48,79.17,70.84,31.25,33.75,0.0,0.0,0.0,0.0,0.0,0.0,52.16,60.83,53.5,64.72,54.54,38.64,22.92,29.17
Morris Innovative High School,Dalton Public Schools,,H,-10.649999999999999,-6.169999999999998,28.72,18.99,22.55,8.34,0.0,0.0,0.0,0.0,0.0,0.0,26.8,20.01,25.93,18.83,60.01,26.47,11.91,6.9,0.0,0.0,0.0,0.0,0.0,0.0,22.55,8.34,23.08,8.7,0.0,0.0,0.0,0.0
Westwood Elementary School,Dalton Public Schools,,E,-6.539999999999992,-11.339999999999996,73.69,74.63,62.35,68.09,0.0,0.0,0.0,0.0,0.0,0.0,60.33,58.33,60.44,57.7,78.03,83.69,33.82,45.59,0.0,0.0,0.0,0.0,56.53,54.34,44.9,49.07,50.0,58.08,80.0,84.5,23.69,34.21
Dalton Middle School,Dalton Public Schools,,M,-6.960000000000008,3.4000000000000057,57.05,65.54,60.45,58.58,0.0,0.0,97.5,100.0,42.95,50.02,49.58,58.97,50.91,61.49,81.22,82.26,28.51,34.34,0.0,0.0,91.67,0.0,55.38,46.11,60.45,58.58,53.04,51.68,84.13,81.76,27.97,26.99
City Park Elementary School,Dalton Public Schools,,E,-8.810000000000002,-9.340000000000003,47.25,51.25,37.91,42.44,0.0,0.0,0.0,0.0,47.62,38.1,47.25,51.25,44.04,48.6,57.32,64.64,17.05,27.28,0.0,0.0,0.0,0.0,38.1,33.33,37.91,42.44,34.37,42.11,48.09,42.31,11.82,16.67
Roan Elementary School,Dalton Public Schools,,E,-17.660000000000004,-15.899999999999999,62.21,66.67,46.31,49.01,0.0,0.0,0.0,0.0,55.56,55.56,62.21,66.67,62.63,68.28,0.0,0.0,36.67,38.34,0.0,0.0,0.0,0.0,0.0,0.0,46.31,49.01,46.93,49.73,0.0,0.0,13.42,18.3
Dalton High School,Dalton Public Schools,,H,-28.4,-16.070000000000007,71.37,59.23,55.3,30.83,0.0,0.0,100.0,100.0,55.68,29.79,64.23,50.61,65.02,53.08,94.45,82.28,36.67,21.68,0.0,0.0,0.0,0.0,44.44,18.52,47.83,27.82,46.66,30.08,83.5,38.64,17.86,17.65
Oakhurst Elementary School,City Schools of Decatur,,E,-8.510000000000005,-10.230000000000004,100.0,100.0,89.77,91.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,71.88,71.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.31,0.0,0.0
Westchester Elementary School,City Schools of Decatur,,E,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winnona Park Elementary School,City Schools of Decatur,,E,-92.42,7.1299999999999955,92.86,92.42,99.99,0.0,0.0,0.0,0.0,0.0,73.54,70.59,0.0,0.0,0.0,0.0,98.79,97.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clairemont Elementary School,City Schools of Decatur,,E,-6.450000000000003,-16.599999999999994,98.6,89.45,82.0,83.0,0.0,0.0,0.0,0.0,58.83,50.01,60.54,55.26,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renfroe Middle School,City Schools of Decatur,,M,-7.6000000000000085,-4.410000000000011,92.26,90.48,87.85,82.88,0.0,0.0,87.88,100.0,58.55,52.46,42.23,40.73,92.76,94.74,100.0,100.0,39.08,37.72,0.0,0.0,100.0,0.0,42.86,36.11,29.0,20.94,0.0,92.42,94.95,88.9,37.1,35.35
Decatur High School,City Schools of Decatur,,H,-22.64,-7.930000000000007,100.0,92.76,92.07,70.12,0.0,0.0,100.0,100.0,71.12,51.72,54.04,40.97,98.94,87.18,100.0,100.0,56.57,35.61,0.0,0.0,0.0,0.0,78.13,0.0,0.0,0.0,0.0,0.0,0.0,72.13,0.0,0.0
Dublin Middle School,Dublin City,,E,-23.63,-11.579999999999998,46.92,47.62,35.34,23.99,0.0,0.0,0.0,0.0,45.95,46.07,46.92,47.62,0.0,0.0,0.0,0.0,24.22,23.44,0.0,0.0,0.0,0.0,33.3,22.61,35.34,23.99,0.0,0.0,66.67,47.23,18.76,16.41
Hillcrest Elementary,Dublin City,,E,-27.85,-30.259999999999998,53.86,70.78,23.6,42.93,0.0,0.0,0.0,0.0,49.71,67.26,53.86,70.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12,41.26,23.6,42.93,0.0,0.0,0.0,0.0,16.67,13.34
Dublin High School,Dublin City,,H,-17.11,16.18,49.1,31.18,65.28,14.07,0.0,0.0,0.0,0.0,45.6,28.1,49.1,31.18,0.0,0.0,0.0,0.0,8.34,2.63,0.0,0.0,0.0,0.0,63.8,12.22,65.28,14.07,0.0,0.0,0.0,0.0,0.0,12.5
Susie Dasher,Dublin City,,E,-25.879999999999995,-16.470000000000002,46.35,65.82,29.88,39.94,0.0,0.0,0.0,0.0,43.12,64.47,46.35,65.82,0.0,0.0,0.0,0.0,37.88,42.2,0.0,0.0,0.0,0.0,26.65,36.84,29.88,39.94,0.0,0.0,0.0,0.0,47.73,45.45
Moore Street Facility,Dublin City,,H,-23.61,-35.71,35.71,23.61,0.0,0.0,0.0,0.0,0.0,0.0,33.35,18.76,35.71,23.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Holland Core Knowledge Academy,Gainesville City,,E,-4.840000000000003,-5.039999999999999,37.68,54.84,32.64,50.0,0.0,0.0,0.0,0.0,32.7,54.81,37.68,54.84,37.62,53.66,0.0,0.0,12.91,26.58,0.0,0.0,0.0,0.0,32.03,45.32,32.64,50.0,32.47,49.42,40.01,70.0,13.8,25.86
Gainesville Middle School,Gainesville City,,M,-5.329999999999998,2.559999999999995,45.09,48.43,47.65,43.1,0.0,0.0,75.0,91.94,35.4,36.81,45.09,48.43,38.9,43.02,79.65,78.16,18.1,26.41,0.0,0.0,81.16,86.24,35.94,29.03,47.65,43.1,43.62,38.82,74.7,72.36,18.09,19.79
Centennial Arts Academy,Gainesville City,,E,-11.11,-9.469999999999999,46.19,58.64,36.72,47.53,0.0,0.0,70.58,91.19,36.51,50.0,46.19,58.64,37.03,49.24,74.74,86.57,19.31,21.94,0.0,0.0,0.0,0.0,30.77,36.93,36.72,47.53,30.08,41.91,63.4,77.68,16.67,19.8
Gainesville Exploration Academy,Gainesville City,,E,-9.990000000000002,-14.11,49.85,55.97,35.74,45.98,0.0,0.0,63.33,86.68,40.48,45.24,49.85,55.97,48.31,54.13,0.0,0.0,16.22,29.74,0.0,0.0,0.0,0.0,38.34,41.67,35.74,45.98,34.29,45.82,0.0,0.0,9.68,19.36
Mundy Mill Academy,Gainesville City,,E,-13.230000000000004,-14.479999999999997,58.19,60.71,43.71,47.48,0.0,0.0,72.22,86.12,55.02,45.01,58.19,60.71,52.6,57.14,76.67,78.34,21.16,34.62,0.0,0.0,54.55,63.64,37.52,37.51,43.71,47.48,40.91,45.26,69.45,66.66,19.37,25.81
Enota Multiple Intelligences Academy,Gainesville City,,E,2.1299999999999955,-3.5500000000000043,62.02,68.18,58.47,70.31,0.0,0.0,0.0,0.0,41.46,48.17,62.02,68.18,47.66,60.85,86.96,83.92,34.21,46.06,0.0,0.0,0.0,0.0,41.21,51.35,58.47,70.31,44.34,55.67,78.93,94.63,35.52,40.78
Fair Street International Baccalaureate World School,Gainesville City,,E,8.810000000000002,3.7699999999999996,31.95,40.05,35.72,48.86,0.0,0.0,0.0,0.0,32.09,40.3,31.95,40.05,29.47,39.24,0.0,0.0,15.38,24.07,0.0,0.0,0.0,0.0,27.38,41.66,35.72,48.86,38.71,52.82,0.0,0.0,60.0,62.5
Gainesville High School,Gainesville City,,H,-25.55,-8.21,58.53,56.86,50.32,31.31,0.0,0.0,84.05,98.73,48.54,39.71,58.53,56.86,52.83,50.57,85.06,91.13,28.86,28.36,0.0,0.0,73.81,71.05,36.11,15.01,50.32,31.31,45.92,28.86,85.35,51.85,26.78,23.41
Jefferson Middle School,Jefferson City,,M,-2.760000000000005,-3.780000000000001,91.28,99.08,87.5,96.32,0.0,0.0,100.0,100.0,60.61,66.67,73.96,79.07,88.25,95.11,94.9,100.0,54.76,60.71,0.0,0.0,0.0,0.0,63.13,62.5,64.9,72.59,70.59,82.83,91.4,0.0,43.87,49.05
